n;T1;T2;T4;T6;T8;T10;T12;T14;T16;T18;T20;T2(red);T4(red);T6(red);T8(red);T10(red);T12(red);T14(red);T16(red);T18(red);T20(red)
796;0.000881420;0.000516900;0.000316860;0.000252460;0.000272620;0.000246660;0.000258040;0.000280400;0.000287160;0.000291980;0.000280460;0.000486920;0.000325640;0.000266580;0.000276120;0.000247460;0.000242920;0.000282140;0.000262880;0.000294520;0.000314500
797;0.000857560;0.000501760;0.000324520;0.000238260;0.000269660;0.000251440;0.000260440;0.000273320;0.000295860;0.000287340;0.000282540;0.000493600;0.000299340;0.000244880;0.000280240;0.000244500;0.000250640;0.000291660;0.000309260;0.000293940;0.000278600
798;0.000869580;0.000528620;0.000289900;0.000292520;0.000274540;0.000246680;0.000248760;0.000275560;0.000295860;0.000293680;0.000286840;0.000504220;0.000316080;0.000252860;0.000289060;0.000250340;0.000249220;0.000287000;0.000292480;0.000295860;0.000280780
799;0.000870880;0.000519500;0.000285280;0.000243420;0.000287660;0.000243000;0.000309820;0.000286800;0.000292200;0.000307800;0.000285460;0.000494620;0.000340040;0.000230240;0.000286680;0.000250300;0.000244180;0.000299480;0.000295880;0.000301360;0.000311000
800;0.000887060;0.000523920;0.000331320;0.000240700;0.000273700;0.000257900;0.000229960;0.000289460;0.000273760;0.000295460;0.000288240;0.000497360;0.000325900;0.000229400;0.000281600;0.000249620;0.000238280;0.000284780;0.000265400;0.000294580;0.000280720
801;0.000868680;0.001037980;0.000257040;0.000262600;0.000279160;0.000240780;0.000255440;0.000273640;0.000270940;0.000291860;0.000284800;0.000488500;0.000286020;0.000243600;0.000291460;0.000249180;0.000254600;0.000288420;0.000297800;0.000298320;0.000273580
802;0.000882360;0.000511100;0.000326680;0.000243580;0.000278100;0.000259340;0.000257720;0.000295120;0.000295200;0.000301920;0.000283600;0.000498640;0.000306700;0.000244820;0.000288940;0.000245920;0.000250660;0.000300540;0.000339200;0.000295040;0.000329780
803;0.000874200;0.000522580;0.000318580;0.000284060;0.000278320;0.000257920;0.000242700;0.000285400;0.000287520;0.000296320;0.000287280;0.000497960;0.000302820;0.000274760;0.000289120;0.000249040;0.000254060;0.000288740;0.000290460;0.000288420;0.000268160
804;0.000861620;0.000500160;0.000280700;0.000246900;0.000273140;0.000241660;0.000264860;0.000282380;0.000280480;0.000298160;0.000292980;0.000504060;0.000291260;0.000247280;0.000285980;0.000248700;0.000254960;0.000289680;0.000318420;0.000286740;0.000277200
805;0.000882940;0.000548180;0.000318300;0.000262740;0.000278400;0.000264120;0.000259480;0.000288280;0.000285660;0.000292800;0.000286340;0.000485420;0.000317940;0.000236640;0.000278840;0.000248600;0.000252500;0.000293520;0.000347100;0.000298620;0.000285120
806;0.000858560;0.000567440;0.000373440;0.000225500;0.000279440;0.000251520;0.000264300;0.000294200;0.000296120;0.000295480;0.000294980;0.000490780;0.000321520;0.000302540;0.000289160;0.000253160;0.000252960;0.000294420;0.000297900;0.000288620;0.000280240
807;0.000868980;0.000567460;0.000329560;0.000293160;0.000281680;0.000245840;0.000250420;0.000282280;0.000293200;0.000297280;0.000281800;0.000491640;0.000321560;0.000271760;0.000288200;0.000251720;0.000248900;0.000302900;0.000277320;0.000291960;0.000278780
808;0.000891520;0.000552100;0.000312740;0.000267920;0.000279980;0.000271560;0.000263340;0.000301220;0.000282080;0.000295140;0.000285640;0.000489460;0.000296780;0.000252620;0.000292500;0.000256160;0.000305880;0.000302980;0.000339020;0.000297000;0.000274220
809;0.000889880;0.000536380;0.000316720;0.000260220;0.000279980;0.000258940;0.000253960;0.000285780;0.000281840;0.000294680;0.000282300;0.000500160;0.000316240;0.000257540;0.000287820;0.000255820;0.000251560;0.000294380;0.000292080;0.000290260;0.000280620
810;0.000907120;0.000531980;0.000343180;0.000243120;0.000285640;0.000255520;0.000245320;0.000308120;0.000296140;0.000301760;0.000287900;0.000504280;0.000305280;0.000277600;0.000289080;0.000251700;0.000254140;0.000289220;0.000306920;0.000296600;0.000274860
811;0.000887800;0.000538420;0.000288980;0.000372720;0.000295140;0.000266040;0.000267560;0.000286540;0.000290280;0.000299180;0.000306240;0.000504620;0.000296020;0.000302360;0.000307120;0.000276240;0.000257040;0.000299780;0.000290820;0.000297600;0.000275780
812;0.000901040;0.000533880;0.000326900;0.000235080;0.000277680;0.000258820;0.000268680;0.000289860;0.000273320;0.000305360;0.000298960;0.000508060;0.000322980;0.000252480;0.000289900;0.000254120;0.000274900;0.000299060;0.000309860;0.000303260;0.000290060
813;0.000898840;0.000547280;0.000325000;0.000239460;0.000288180;0.000260900;0.000290420;0.000313580;0.000303580;0.000307620;0.000288480;0.000506240;0.000300340;0.000258200;0.000290160;0.000263880;0.000253880;0.000294480;0.000291700;0.000297520;0.000279560
814;0.000910960;0.000544780;0.000315140;0.000221480;0.000286380;0.000251900;0.000254300;0.000295860;0.000296180;0.000309380;0.000287900;0.001100100;0.000273620;0.000295980;0.000290880;0.000265780;0.000251120;0.000297960;0.000297660;0.000302520;0.000290100
815;0.000916820;0.000519420;0.000319960;0.000365380;0.000308860;0.000265120;0.000256200;0.000308140;0.000277820;0.000305740;0.000294620;0.000517060;0.000326980;0.000306720;0.000291900;0.000260540;0.000246460;0.000297820;0.000289100;0.000299460;0.000292120
816;0.000907680;0.000577280;0.000306060;0.000260600;0.000282420;0.000253660;0.000249900;0.000290040;0.000271180;0.000303260;0.000296660;0.000539740;0.000276520;0.000315560;0.000290240;0.000263860;0.000256380;0.000290620;0.000296240;0.000303200;0.000285440
817;0.000914400;0.000539340;0.000323620;0.000269920;0.000283140;0.000272720;0.000254420;0.000281520;0.000368820;0.000301280;0.000299980;0.000502420;0.000294720;0.000255500;0.000288180;0.000266040;0.000267480;0.000296720;0.000281220;0.000303220;0.000294840
818;0.000905500;0.000595020;0.000319420;0.000304620;0.000288740;0.000255860;0.000259800;0.000288020;0.000296840;0.000301820;0.000293800;0.000510840;0.000377460;0.000261180;0.000294620;0.000253240;0.000256360;0.000285380;0.000296220;0.000292720;0.000282360
819;0.000919740;0.000569620;0.000325540;0.000290100;0.000291820;0.000263200;0.000252800;0.000287800;0.000305020;0.000295880;0.000290280;0.000509640;0.000313140;0.000256280;0.000292900;0.000253460;0.000270500;0.000308660;0.000314520;0.000303040;0.000288580
820;0.000901760;0.000560600;0.000334900;0.000245440;0.000305260;0.000258040;0.000307460;0.000286340;0.000304280;0.000296780;0.000292240;0.000508640;0.000300400;0.000306420;0.000297600;0.000285600;0.000246820;0.000306720;0.000297560;0.000293540;0.000288280
821;0.000925260;0.000540620;0.000317540;0.000232260;0.000281900;0.000265080;0.000257300;0.000311400;0.000322620;0.000301740;0.000303320;0.000518100;0.000330080;0.000241340;0.000296840;0.000257400;0.000282780;0.000294480;0.000289620;0.000301480;0.000300820
822;0.000911780;0.000532720;0.000316380;0.000271720;0.000284440;0.000263500;0.000243860;0.000293060;0.000282460;0.000298380;0.000291800;0.000516280;0.000303080;0.000258720;0.000300140;0.000255780;0.000256920;0.000302940;0.000319060;0.000302860;0.000285880
823;0.000930780;0.000600920;0.000292440;0.000247120;0.000293080;0.000261560;0.000260060;0.000306920;0.000296080;0.000302900;0.000292440;0.000530880;0.000317860;0.000275020;0.000293060;0.000257020;0.000288300;0.000307240;0.000310080;0.000299360;0.000286320
824;0.000912640;0.000556720;0.000329680;0.000306480;0.000291040;0.000278300;0.000281960;0.000304100;0.000283980;0.000304060;0.000294580;0.000519660;0.000327700;0.000238560;0.000294580;0.000256820;0.000255060;0.000323960;0.000289920;0.000302180;0.000293080
825;0.000937680;0.000583860;0.000350980;0.000241360;0.000289500;0.000258500;0.000279360;0.000297440;0.000305720;0.000303100;0.000299600;0.000530940;0.000347160;0.000242060;0.000299520;0.000263800;0.000252100;0.000298660;0.000298900;0.000306220;0.000297740
826;0.000940680;0.000515840;0.000315080;0.000255840;0.000296520;0.000252100;0.000262320;0.000325420;0.000314380;0.000321420;0.000294460;0.000527380;0.000361280;0.000255520;0.000300540;0.000261600;0.000251580;0.000308420;0.000326580;0.000308080;0.000307840
827;0.000934280;0.000572300;0.000369180;0.000260660;0.000286960;0.000259340;0.000254600;0.000297060;0.000292340;0.000306120;0.000298540;0.000520080;0.000920440;0.000220980;0.000290420;0.000262600;0.000269540;0.000299060;0.000294160;0.000301140;0.000286320
828;0.000920740;0.000531040;0.000295820;0.000301320;0.000287340;0.000274140;0.000279980;0.000299600;0.000315200;0.000302560;0.000300360;0.000516700;0.000310540;0.000261600;0.000298820;0.000272640;0.000296320;0.000308680;0.000298020;0.000304400;0.000301700
829;0.000944300;0.000577060;0.000293900;0.000287380;0.000290020;0.000260580;0.000275360;0.000288500;0.000315180;0.000308180;0.000298580;0.000523540;0.000285680;0.000260480;0.000302700;0.000261240;0.000261960;0.000309660;0.000296180;0.000294320;0.000287480
830;0.000971120;0.000572360;0.000334740;0.000266920;0.000297320;0.000272220;0.000260940;0.000298620;0.000293660;0.000312380;0.000291780;0.000525920;0.000336260;0.000276560;0.000297460;0.000260000;0.000271180;0.000311640;0.000314620;0.000300340;0.000290240
831;0.000930480;0.000557520;0.000359660;0.000244060;0.000293580;0.000255760;0.000252920;0.000292420;0.000282540;0.000307620;0.000292960;0.000542060;0.000346660;0.000316460;0.000306300;0.000258160;0.000252700;0.000300400;0.000295400;0.000298620;0.000293660
832;0.000948820;0.000572460;0.000343840;0.000280960;0.000292880;0.000257620;0.000266580;0.000307640;0.000292840;0.000305180;0.000295760;0.000517700;0.000344840;0.000242780;0.000299320;0.000258720;0.000254740;0.000303860;0.000290140;0.000305920;0.000284460
833;0.000934780;0.000552140;0.000319520;0.000310840;0.000299100;0.000259280;0.000262020;0.000298060;0.000307100;0.000310220;0.000300000;0.000526620;0.000314760;0.000260020;0.000311340;0.000266280;0.000261840;0.000312560;0.000320680;0.000307180;0.000292300
834;0.000949480;0.000555820;0.000331080;0.000295340;0.000295460;0.000267680;0.000274680;0.000294840;0.000303200;0.000378340;0.000309160;0.000531700;0.000333280;0.000240760;0.000306240;0.000262080;0.000279880;0.000302100;0.000281820;0.000315960;0.000302440
835;0.000948040;0.000567540;0.000333220;0.000269280;0.000301360;0.000261280;0.000264920;0.000297500;0.000317020;0.000316140;0.000300440;0.000527520;0.000343020;0.000242540;0.000305540;0.000263440;0.000264280;0.000315460;0.000290180;0.000303000;0.000290660
836;0.000956780;0.000589740;0.000353800;0.000276540;0.000300820;0.000257700;0.000271740;0.000298200;0.000329660;0.000315760;0.000309340;0.000538440;0.000324540;0.000265800;0.000306480;0.000268780;0.000276900;0.000309580;0.000327240;0.000300380;0.000291260
837;0.000951940;0.000588560;0.000356280;0.000251780;0.000306140;0.000277520;0.000302120;0.000311440;0.000309100;0.000305180;0.000294080;0.000528980;0.000331560;0.000290780;0.000308280;0.000265500;0.000268380;0.000304800;0.000296680;0.000307640;0.000293520
838;0.000943000;0.000536620;0.000328100;0.000263540;0.000297760;0.000258240;0.000264000;0.000303840;0.000295080;0.000310860;0.000311160;0.000542260;0.000338060;0.000306980;0.000312640;0.000261780;0.000260980;0.000326180;0.000312260;0.000305260;0.000296100
839;0.000965120;0.000564340;0.000322460;0.000268060;0.000299540;0.000269900;0.000254640;0.000308560;0.000294060;0.000311860;0.000306440;0.000528940;0.000316720;0.000259540;0.000327420;0.000269400;0.000259520;0.000304560;0.000319580;0.000305360;0.000306580
840;0.000996460;0.000599400;0.000361100;0.000259040;0.000299240;0.000257800;0.000268360;0.000300460;0.000302120;0.000316480;0.000297280;0.001181620;0.000313580;0.000261040;0.000290980;0.000262360;0.000288880;0.000310900;0.000323240;0.000309380;0.000294340
841;0.000957260;0.000563740;0.000339680;0.000328520;0.000310280;0.000328740;0.000352780;0.000350000;0.000349500;0.000325600;0.000374180;0.000565120;0.000296860;0.000363000;0.000303520;0.000270560;0.000317160;0.000322320;0.000324840;0.000324460;0.000299380
842;0.000999520;0.000586140;0.000317960;0.000386180;0.000309320;0.000352700;0.000295540;0.000357640;0.000356260;0.000328880;0.000318660;0.000567300;0.000364000;0.000391760;0.000351160;0.000293540;0.000391140;0.000322000;0.000333480;0.000316720;0.000328120
843;0.001070420;0.000556620;0.000352560;0.000372740;0.000310900;0.000280100;0.000288540;0.000345220;0.000359780;0.000331560;0.000311400;0.000564280;0.000381720;0.000276120;0.000316400;0.000298140;0.000321200;0.000312840;0.000329780;0.000328060;0.000296940
844;0.000968280;0.000614660;0.000295000;0.000281360;0.000300460;0.000287020;0.000254800;0.000294860;0.000323560;0.000311240;0.000304400;0.000546540;0.000334960;0.000343000;0.000306940;0.000272980;0.000265180;0.000310000;0.000298880;0.000316180;0.000302740
845;0.000971540;0.000537780;0.000341940;0.000265300;0.000296260;0.000279720;0.000329520;0.000304320;0.000320600;0.000316360;0.000309600;0.000548700;0.000299920;0.000251220;0.000300520;0.000266380;0.000261940;0.000305020;0.000335000;0.000315860;0.000300360
846;0.000995860;0.000556440;0.000288820;0.000263800;0.000301440;0.000270760;0.000268500;0.000314040;0.000322340;0.000322340;0.000307200;0.000570340;0.000344000;0.000274820;0.000309540;0.000272040;0.000267540;0.000306700;0.000324920;0.000324280;0.000299360
847;0.000985500;0.000559620;0.000342980;0.000261280;0.000296740;0.000289280;0.000284660;0.000312380;0.000288080;0.000321080;0.000308400;0.000554620;0.000348520;0.000272300;0.000310240;0.000269700;0.000261420;0.000310480;0.000312440;0.000321360;0.000295020
848;0.001014600;0.000559900;0.000284680;0.000310160;0.000299840;0.000268060;0.000261400;0.000294800;0.000307620;0.000318700;0.000313580;0.000585440;0.000358700;0.000277140;0.000309940;0.000272480;0.000279200;0.000313820;0.000296660;0.000316900;0.000315340
849;0.000972860;0.000554080;0.000317000;0.000304360;0.000300460;0.000271140;0.000283400;0.000306400;0.000321520;0.000321880;0.000312780;0.000561500;0.000397780;0.000264220;0.000314840;0.000271360;0.000269440;0.000311700;0.000317580;0.000319880;0.000305180
850;0.001000920;0.000577080;0.000331680;0.000268360;0.000299620;0.000277680;0.000287200;0.000312860;0.000308140;0.000313860;0.000309120;0.000552680;0.000343440;0.000281840;0.000310220;0.000269980;0.000258760;0.000332920;0.000319080;0.000367800;0.000315700
851;0.001001020;0.000622640;0.000328340;0.000306920;0.000304620;0.000273360;0.000274320;0.000316340;0.000307700;0.000318960;0.000319120;0.000555880;0.000323200;0.000259880;0.000314440;0.000274020;0.000257220;0.000316600;0.000309060;0.000321400;0.000311920
852;0.001131620;0.000552820;0.000315000;0.000318160;0.000300080;0.000272520;0.000281580;0.000337920;0.000325600;0.000331760;0.000319280;0.000561600;0.000327500;0.000391900;0.000338100;0.000277260;0.000797440;0.000425060;0.000318160;0.000307660;0.000305080
853;0.000984500;0.000565640;0.000328420;0.000391340;0.000303260;0.000285200;0.000314000;0.000326900;0.000317480;0.000327780;0.000318640;0.000553660;0.000320660;0.000248580;0.000307180;0.000273940;0.000275680;0.000334780;0.000341920;0.000313600;0.000307220
854;0.000974520;0.000555160;0.000345320;0.000225880;0.000303500;0.000282380;0.000278500;0.000308540;0.000331420;0.000332560;0.000318900;0.000595820;0.000343440;0.000276220;0.000317720;0.000276720;0.000265200;0.000335380;0.000329860;0.000328080;0.000312240
855;0.001014720;0.000572060;0.000341900;0.000260160;0.000305720;0.000282580;0.000269400;0.000327020;0.000344220;0.000329040;0.000311120;0.000557420;0.000355520;0.000251580;0.000310580;0.000279660;0.000351920;0.000307680;0.000294360;0.000312700;0.000300360
856;0.001030640;0.000619240;0.000315140;0.000378040;0.000313260;0.000296440;0.000314260;0.000334060;0.000316800;0.000360980;0.000315500;0.000562960;0.000342100;0.000384180;0.000316080;0.000283280;0.000307680;0.000327280;0.000343620;0.000329400;0.000308940
857;0.001034100;0.000601080;0.000354840;0.000290480;0.000305780;0.000270660;0.000291620;0.000329560;0.000343260;0.000315700;0.000310320;0.000565000;0.000346080;0.000269460;0.000311340;0.000279160;0.000285500;0.000310320;0.000306500;0.000318660;0.000306080
858;0.000998780;0.000547980;0.000342500;0.000265820;0.000311860;0.000266380;0.000299300;0.000311780;0.000305420;0.000332200;0.000323020;0.000603980;0.000338340;0.000255180;0.000322680;0.000307300;0.000327100;0.000321400;0.000333540;0.000319900;0.000298520
859;0.000996220;0.000578680;0.000330000;0.000274780;0.000306560;0.000272760;0.000269760;0.000309300;0.000308900;0.000323680;0.000309760;0.000557780;0.000332640;0.000256960;0.000313540;0.000280980;0.000267640;0.000341460;0.000332000;0.000323840;0.000296340
860;0.000993540;0.000584980;0.000342140;0.000341660;0.000307460;0.000283960;0.000268100;0.000323760;0.000326920;0.000332540;0.000313940;0.000569520;0.000355820;0.000296140;0.000318100;0.000279740;0.000268580;0.000324240;0.000298260;0.000324600;0.000311180
861;0.001014440;0.000582700;0.000324740;0.000269960;0.000306380;0.000273300;0.000291100;0.000382360;0.000326820;0.000324700;0.000309600;0.000585760;0.000340580;0.000245480;0.000314200;0.000287120;0.000267980;0.000331860;0.000311960;0.000325300;0.000308720
862;0.001023100;0.000568140;0.000325340;0.000264700;0.000308400;0.000288580;0.000261820;0.000311120;0.000325860;0.000329960;0.000316560;0.000554340;0.000346360;0.000293960;0.000310580;0.000276960;0.000270360;0.000327380;0.000306780;0.000324320;0.000300740
863;0.001014160;0.000601640;0.000368800;0.000287380;0.000313340;0.000285940;0.000269340;0.000312360;0.000314600;0.000337000;0.000334020;0.000563720;0.000338520;0.000267840;0.000317700;0.000272600;0.000274800;0.000315140;0.000336880;0.000321340;0.000304040
