n;T1;T2;T4;T6;T8;T10;T12;T14;T16;T18;T20;T2(red);T4(red);T6(red);T8(red);T10(red);T12(red);T14(red);T16(red);T18(red);T20(red)
1406;0.002726400;0.001495660;0.000802860;0.000958140;0.000728760;0.001252120;0.000714820;0.000696400;0.000743500;0.000716600;0.000679760;0.001481460;0.000802500;0.000935400;0.000761560;0.000649740;0.000757600;0.000718980;0.000732820;0.000729240;0.000658220
1407;0.002748240;0.001518360;0.000847320;0.000923380;0.000725620;0.000633080;0.000759220;0.000783300;0.000753380;0.000720760;0.000687100;0.001545380;0.000805540;0.000975240;0.000746940;0.000680160;0.000784500;0.000788140;0.000772240;0.000729680;0.000695860
1408;0.002701540;0.001441140;0.000859680;0.000787140;0.000772060;0.000657840;0.000745720;0.000775220;0.000819120;0.000779000;0.000686380;0.001525360;0.000798900;0.000973180;0.000771180;0.000646920;0.000658120;0.000804340;0.000720760;0.000754220;0.000685100
1409;0.002728940;0.001460260;0.000966040;0.000933800;0.000742300;0.000635260;0.000811640;0.000745660;0.000753620;0.000739300;0.000717660;0.001499120;0.000882560;0.000922060;0.000751860;0.000638820;0.000726080;0.000772360;0.000770020;0.000745680;0.000691720
1410;0.002748040;0.001453240;0.000785720;0.000917600;0.000799340;0.000690320;0.000767920;0.000778640;0.000751400;0.000733340;0.000679040;0.001512060;0.000826860;0.000982300;0.000764580;0.000641780;0.000706640;0.000762240;0.000751100;0.000717000;0.000661640
1411;0.002739600;0.001520000;0.000847080;0.001326100;0.000860180;0.000627920;0.000681860;0.000716580;0.000765920;0.000734040;0.000684720;0.001537140;0.000816040;0.000976320;0.000753800;0.000637760;0.000813460;0.000866700;0.000789100;0.000742880;0.000680060
1412;0.002752060;0.001513100;0.000802340;0.000973260;0.000750680;0.000627960;0.000709360;0.000757440;0.000725760;0.000731540;0.000683500;0.001519160;0.000947440;0.000979260;0.000766100;0.000645200;0.000764360;0.000808340;0.000750980;0.000712280;0.000697040
1413;0.002766900;0.001554680;0.000843940;0.000974880;0.000735600;0.000630780;0.000729580;0.000771200;0.000748960;0.000738840;0.000682020;0.001521160;0.000889180;0.000970640;0.000753400;0.000639440;0.000748160;0.000761940;0.000742380;0.000711060;0.000662080
1414;0.002870060;0.001479040;0.000805120;0.000974400;0.000782040;0.000646580;0.000757840;0.000715060;0.000752940;0.000721600;0.000687920;0.001516460;0.000832680;0.000838880;0.000763340;0.000638600;0.000671200;0.000750820;0.000722540;0.000718000;0.000676160
1415;0.002703360;0.001507460;0.000776500;0.000962720;0.000751700;0.000632820;0.000774120;0.000833620;0.000813140;0.000738640;0.000687580;0.001519520;0.000823880;0.000977680;0.000770680;0.000738760;0.000813220;0.000763360;0.000773760;0.000746820;0.000682880
1416;0.002709720;0.002028060;0.000816960;0.000785860;0.000765280;0.000655480;0.000771000;0.000760080;0.000746520;0.000724020;0.000680640;0.001533640;0.000813360;0.000984700;0.000767540;0.000680260;0.000802000;0.000705380;0.000752180;0.000734020;0.000682820
1417;0.002774700;0.001486540;0.001004600;0.000963920;0.000750160;0.000652180;0.000700280;0.000729120;0.000775560;0.000728140;0.000680680;0.001493820;0.000809020;0.000993200;0.000781240;0.000652840;0.000696380;0.000772180;0.000770720;0.000737840;0.000667220
1418;0.002760600;0.001506720;0.000808200;0.000982440;0.000750420;0.000656120;0.000737060;0.000720260;0.000731480;0.000726540;0.000671220;0.001561280;0.000819980;0.000963460;0.000763000;0.000646120;0.000720720;0.000766880;0.000804060;0.000768940;0.000664060
1419;0.002788820;0.001554020;0.000818540;0.000984800;0.000755820;0.000632680;0.000752120;0.000770900;0.000769300;0.000727240;0.000685800;0.001518680;0.000886320;0.000977640;0.000752060;0.000650800;0.000721440;0.000717920;0.000775100;0.000722060;0.000763540
1420;0.002775320;0.001468980;0.000861640;0.000979000;0.000779620;0.000656240;0.000762260;0.000753260;0.000788580;0.000729760;0.000690680;0.001565060;0.000817220;0.000996180;0.000778460;0.000655420;0.000772880;0.000799100;0.000744120;0.000748340;0.000688700
1421;0.002751040;0.001470040;0.000976160;0.000967040;0.000745460;0.000641320;0.000700000;0.000738980;0.000785680;0.000741940;0.000694040;0.001540540;0.000813140;0.000947960;0.000769600;0.000646340;0.000685420;0.000743200;0.000745360;0.000752640;0.000685880
1422;0.002828280;0.001499580;0.000981840;0.000969860;0.000785180;0.000658700;0.000745600;0.000758580;0.000761400;0.000744800;0.000689260;0.001521160;0.000996040;0.000973740;0.000748280;0.000637460;0.000759680;0.000776200;0.000754820;0.000754160;0.000743040
1423;0.002796760;0.001481220;0.000802800;0.000985900;0.000810540;0.000688700;0.000698160;0.000739800;0.000794740;0.000750900;0.000696420;0.001595720;0.000824460;0.000950280;0.000755700;0.000645600;0.000747280;0.000761020;0.000752480;0.000748000;0.000685160
1424;0.002828580;0.001446860;0.000824340;0.000970540;0.000753280;0.000715360;0.000728660;0.000727860;0.000784000;0.000748120;0.000682820;0.001531920;0.000955880;0.000858640;0.000771720;0.000646360;0.000773600;0.000759520;0.000749640;0.000745860;0.000682760
1425;0.002825640;0.001539640;0.000837220;0.000857020;0.000779420;0.000657680;0.000706780;0.000789500;0.000682900;0.000727360;0.000684120;0.001564920;0.000841180;0.000997500;0.000768580;0.000638340;0.000751500;0.001164800;0.000925580;0.000719560;0.000675060
1426;0.002797520;0.001514940;0.000888440;0.000904180;0.000754560;0.000670820;0.000684220;0.000766300;0.000780240;0.000731900;0.000689320;0.001559780;0.000869780;0.000892960;0.000786540;0.000731000;0.000774680;0.000740480;0.000718720;0.000722800;0.000664640
1427;0.002839020;0.001599860;0.000783140;0.000846220;0.000774100;0.000664000;0.000737980;0.000747260;0.000720140;0.000738840;0.000698780;0.001551980;0.000823340;0.000993120;0.000769860;0.000648520;0.000643200;0.000754440;0.000709260;0.000726840;0.000680900
1428;0.002854180;0.001690220;0.000770760;0.000989660;0.000789280;0.000652880;0.000637360;0.000815440;0.000791260;0.000734220;0.000672980;0.001552900;0.000863980;0.000950720;0.000780140;0.000663740;0.000698320;0.000734920;0.000803340;0.000715660;0.000670520
1429;0.002813140;0.001585040;0.000837640;0.000945240;0.000767900;0.000645760;0.000643140;0.000741180;0.000738580;0.000741760;0.000683660;0.002290040;0.002720580;0.001632020;0.001561640;0.000740240;0.000828140;0.000990700;0.000816080;0.000760560;0.000703460
1430;0.002853420;0.001507080;0.000870760;0.000995660;0.000762300;0.000660340;0.000723280;0.000722880;0.000749220;0.000734380;0.001265640;0.001534560;0.000844980;0.000950360;0.000776960;0.000654440;0.000797200;0.000769640;0.000768200;0.000753580;0.000751720
1431;0.002849380;0.001532880;0.000832180;0.000922800;0.000786400;0.000657400;0.000726020;0.000787720;0.000800200;0.000749080;0.000697940;0.001543460;0.000831320;0.000957840;0.000776420;0.000650440;0.000758920;0.000812500;0.000775760;0.000758160;0.000690480
1432;0.002802840;0.001539240;0.000879740;0.001016800;0.000785080;0.000665200;0.000809700;0.000766340;0.000804780;0.000748120;0.000694780;0.001574520;0.000868180;0.000922080;0.000783680;0.000662420;0.000774600;0.000763860;0.000786940;0.000735900;0.000676080
1433;0.002791220;0.001605780;0.000775020;0.000982060;0.000795220;0.000653860;0.000734200;0.000743420;0.000807420;0.000748260;0.000701540;0.001594740;0.000829460;0.000998080;0.000776320;0.000649260;0.000657320;0.000744940;0.000777880;0.000742420;0.000689100
1434;0.002832400;0.001550340;0.000959400;0.001025180;0.000818540;0.000680900;0.000744740;0.000739380;0.000710080;0.000755200;0.000710420;0.001565640;0.000817900;0.001005500;0.000776040;0.000662440;0.000732180;0.000766140;0.000793340;0.000721140;0.000673140
1435;0.002803040;0.001506900;0.000870280;0.001518060;0.000807300;0.000643060;0.000720580;0.000786180;0.000824960;0.000744160;0.000687760;0.001556340;0.000868640;0.001022920;0.000775700;0.000658220;0.000744980;0.000737660;0.000788700;0.000750600;0.000697800
1436;0.002867000;0.001578940;0.000868060;0.001040620;0.000816220;0.000664480;0.000711860;0.000728000;0.000782600;0.000751660;0.000695480;0.001606500;0.000858460;0.001018720;0.000792980;0.000665580;0.000727220;0.000780240;0.000784040;0.000736120;0.000670860
1437;0.002847700;0.001571680;0.000978080;0.001004840;0.000791800;0.000627680;0.000639780;0.000799240;0.000721680;0.000760060;0.000701440;0.001586840;0.000854240;0.000986240;0.000780420;0.000669120;0.000730420;0.000757200;0.000748300;0.000739460;0.000687400
1438;0.002841640;0.001554200;0.000845300;0.000989140;0.000779000;0.000679400;0.000725260;0.000799800;0.000794940;0.000742260;0.000691020;0.001559220;0.000858960;0.001010040;0.000794860;0.000665000;0.000689260;0.000805520;0.000760980;0.000726560;0.000686780
1439;0.002910480;0.001563140;0.001115160;0.001013360;0.000762640;0.000660480;0.000824640;0.000808600;0.000842720;0.000767780;0.000702400;0.001549220;0.000842320;0.000959400;0.000783320;0.000663540;0.000771260;0.000750580;0.000710160;0.000742880;0.001270100
1440;0.002866120;0.001575700;0.000803480;0.001004340;0.000767900;0.000688260;0.000889160;0.000791840;0.000805160;0.000734540;0.000701960;0.001561760;0.000822380;0.001008740;0.000784980;0.000660800;0.000791660;0.000747060;0.000753540;0.000740960;0.000684760
1441;0.002851280;0.001598820;0.000899060;0.000996980;0.000823640;0.000689460;0.000800260;0.000803000;0.000770400;0.000765860;0.000698060;0.001573960;0.000982320;0.001040620;0.000819940;0.000679280;0.000811700;0.000780800;0.000781140;0.000736860;0.000688120
1442;0.002914520;0.001532620;0.000883440;0.000994200;0.000802680;0.000728580;0.000828660;0.000757740;0.000820380;0.000733460;0.000682900;0.001569780;0.000895400;0.000907140;0.000794420;0.000665520;0.000757220;0.000736380;0.000757300;0.000740060;0.000677500
1443;0.002875560;0.001563260;0.000869160;0.001009440;0.000762340;0.000669940;0.000734080;0.000859960;0.000816200;0.000750620;0.000703740;0.001574400;0.000877240;0.001026180;0.000796560;0.000673120;0.000710260;0.000755500;0.000757280;0.000738740;0.000723180
1444;0.002875540;0.001585640;0.000864760;0.001000060;0.000826940;0.000665280;0.000728800;0.000853180;0.000814020;0.000747120;0.000700260;0.002067780;0.000841940;0.001014940;0.000782260;0.000670440;0.000785140;0.000773640;0.000749620;0.000745300;0.000680740
1445;0.002843060;0.001567280;0.000846480;0.000992520;0.000798260;0.000656000;0.000703980;0.000746920;0.000869440;0.000753980;0.000691460;0.001589640;0.000850820;0.001023680;0.000793180;0.000669720;0.000713340;0.000762860;0.000803260;0.000744040;0.000681920
1446;0.002870980;0.001640600;0.000830020;0.000934360;0.000792020;0.000672660;0.000704060;0.000747380;0.000769720;0.000792200;0.000702900;0.001568820;0.000860780;0.000980360;0.000803000;0.000707880;0.000849700;0.000842040;0.000800880;0.000761060;0.000721700
1447;0.002839220;0.001618320;0.000839340;0.001002100;0.000797500;0.000676540;0.000883780;0.000779500;0.000814440;0.000778640;0.000698380;0.001583240;0.000927300;0.000773420;0.000800060;0.000772840;0.000628100;0.000763960;0.000754740;0.000753480;0.000686240
1448;0.002902400;0.001569020;0.000881980;0.001009740;0.000788960;0.000676520;0.000803260;0.000769660;0.000764620;0.000750100;0.000741680;0.001572920;0.000885740;0.001024400;0.000800180;0.000660940;0.000770880;0.000739940;0.000758520;0.000748220;0.000690700
1449;0.002923340;0.001581260;0.001145600;0.000960620;0.000769820;0.000668720;0.000766700;0.000743040;0.000776900;0.000765760;0.000723340;0.001593880;0.000849180;0.001008020;0.000794100;0.000674640;0.000769200;0.000825280;0.000783480;0.000768420;0.000689960
1450;0.002938260;0.001581720;0.000837940;0.001023700;0.000790320;0.000666320;0.000769580;0.000791620;0.000787040;0.000757300;0.000753420;0.001597580;0.000857500;0.001022560;0.000797400;0.000675520;0.000715040;0.000770280;0.000812520;0.000742720;0.000687980
1451;0.002898460;0.001592540;0.000864960;0.001023900;0.000787600;0.000671580;0.000775920;0.000784620;0.000762800;0.000746580;0.000772340;0.001589720;0.000875080;0.001023860;0.000786160;0.000667180;0.000663020;0.000811820;0.000809720;0.000759080;0.000702180
1452;0.002944120;0.001580680;0.000864480;0.001032380;0.000804140;0.000664240;0.000748260;0.000776380;0.000756840;0.000744960;0.000723100;0.001611500;0.000898200;0.000981180;0.000793000;0.000663460;0.000746480;0.000751820;0.000779300;0.000750420;0.000697640
1453;0.002952740;0.001639920;0.000888500;0.000988760;0.000786340;0.000657960;0.000767720;0.000783260;0.000840600;0.000752880;0.000709040;0.001659560;0.000855680;0.001036300;0.000809740;0.000676640;0.000684880;0.000787320;0.001248140;0.000713760;0.000680020
1454;0.002978200;0.001575680;0.000879080;0.001020040;0.000808660;0.000688720;0.000800380;0.000782740;0.000737820;0.000769140;0.000715140;0.001585300;0.000890440;0.000972920;0.000797380;0.000670420;0.000810520;0.000804280;0.000810280;0.000763820;0.000695560
1455;0.002919340;0.001603180;0.000919320;0.001023260;0.000811140;0.000684920;0.000759660;0.000766740;0.000783620;0.000756120;0.000711900;0.001614560;0.000893520;0.001011080;0.000790520;0.000665300;0.000831240;0.000823180;0.000806200;0.000766880;0.000694300
1456;0.002951680;0.001613860;0.000899540;0.001041240;0.000811740;0.000682400;0.000774960;0.000773300;0.000822200;0.000774560;0.000706520;0.001606000;0.000837240;0.001039620;0.000797400;0.000660820;0.000789420;0.000785560;0.000833700;0.000756300;0.000700300
1457;0.002983640;0.001593420;0.000845840;0.001040700;0.000803960;0.000714160;0.000768500;0.000814580;0.000782880;0.000768060;0.000714780;0.001626680;0.001042820;0.001013900;0.000801940;0.000679600;0.000830340;0.000824360;0.000794540;0.000756320;0.000708160
1458;0.003006100;0.001581000;0.000874620;0.001044520;0.000810140;0.000676020;0.001186300;0.000852120;0.000776160;0.000747480;0.000712780;0.001620520;0.000859300;0.001058780;0.000818320;0.000679980;0.000730100;0.000808560;0.000814140;0.000761160;0.000734900
1459;0.002980800;0.001614960;0.001077520;0.001033900;0.000811820;0.000693320;0.000759020;0.000878700;0.000841800;0.000835080;0.000713560;0.001574820;0.000949900;0.001029840;0.000807600;0.000686700;0.000808880;0.000788720;0.000754360;0.000753740;0.000715560
1460;0.002947820;0.001582200;0.000898980;0.001042540;0.000804940;0.000679100;0.000894280;0.000879020;0.000817680;0.000757120;0.000811700;0.001796440;0.001287000;0.001065080;0.000834400;0.000780940;0.000917320;0.000912880;0.000818380;0.000783740;0.000737020
1461;0.003564740;0.001788860;0.001342140;0.001063680;0.000837740;0.000907180;0.000847520;0.000897900;0.000857420;0.000774540;0.000743700;0.001669980;0.001120100;0.001066740;0.000832220;0.000786760;0.000796160;0.000811640;0.000818080;0.000774160;0.000714480
1462;0.003727400;0.002135760;0.001254080;0.001065540;0.000846320;0.000761660;0.000857340;0.000893260;0.000834220;0.000824900;0.000788840;0.001744860;0.000904920;0.001062160;0.000838320;0.001252700;0.000854120;0.000730660;0.000785320;0.000780280;0.000782340
1463;0.003032500;0.001670520;0.001264180;0.001098760;0.000853280;0.000704160;0.000886180;0.000805160;0.000782860;0.000789420;0.000746120;0.001648460;0.000890280;0.001017580;0.000823660;0.000765780;0.000772040;0.000867280;0.000848000;0.000763400;0.000737600
1464;0.003312020;0.001659520;0.000990820;0.001068700;0.000837160;0.000685400;0.000818860;0.000872440;0.000855500;0.000772560;0.000742180;0.001991140;0.000910060;0.001093940;0.000846360;0.000716480;0.000774260;0.000823300;0.000897360;0.000820840;0.000755340
1465;0.003128840;0.001667820;0.001417180;0.001092360;0.000854860;0.000717320;0.000813820;0.000942440;0.000902220;0.000871520;0.000755080;0.001690420;0.001065520;0.001097860;0.000856460;0.000756600;0.000884080;0.000865680;0.000933660;0.000859560;0.000753760
1466;0.003701340;0.001677100;0.001008440;0.001071260;0.000837080;0.000695300;0.000726760;0.000898020;0.000915580;0.000804820;0.000768460;0.001801200;0.001204360;0.001110240;0.001022560;0.000940100;0.000908780;0.000821960;0.000911820;0.001397960;0.000738460
1467;0.003371300;0.001639220;0.001300000;0.001085200;0.001105720;0.000788440;0.000950420;0.000884700;0.000880040;0.000823880;0.000762560;0.001761460;0.001204220;0.001096180;0.000859840;0.000777420;0.000790300;0.000891020;0.000904740;0.000804460;0.000746300
1468;0.003121020;0.001830660;0.001496040;0.001076680;0.001080680;0.000826960;0.000919120;0.000856020;0.000891380;0.000842380;0.000760980;0.001740180;0.000894640;0.001077240;0.000823640;0.000726060;0.000815680;0.000776700;0.000877880;0.000797680;0.000734660
1469;0.003133360;0.001676300;0.001446460;0.001085140;0.001017360;0.000771800;0.000823540;0.000978240;0.000932580;0.000809780;0.000756380;0.001678700;0.001308340;0.001086880;0.000830500;0.000700700;0.000905880;0.000803140;0.000865620;0.000818420;0.000739420
1470;0.003717560;0.002041660;0.001075240;0.001096700;0.000845520;0.000713000;0.000866140;0.000858360;0.000897600;0.000834400;0.000770140;0.001722640;0.001039320;0.001076120;0.000839880;0.000702280;0.000854140;0.000958100;0.000892220;0.000820340;0.000760560
1471;0.003656100;0.001736680;0.000946920;0.001055780;0.000855400;0.000752080;0.000886440;0.000880600;0.000856040;0.000807320;0.000762680;0.002646120;0.001496740;0.001134420;0.000874380;0.000771000;0.000862340;0.000887980;0.000872480;0.000801420;0.000765880
1472;0.003383760;0.001691360;0.000939240;0.001013620;0.000920820;0.000799880;0.000701140;0.000945700;0.000893600;0.000868680;0.000790900;0.002242720;0.000921220;0.001126160;0.000869180;0.000714300;0.000892060;0.000881620;0.000944000;0.000846360;0.000757020
1473;0.003231200;0.001679880;0.000904140;0.001067000;0.000832180;0.000699100;0.000849180;0.000836020;0.000891020;0.000814720;0.000770220;0.001833560;0.001083020;0.001080140;0.000825100;0.000719240;0.000805400;0.000872060;0.000965600;0.000840880;0.000768460
1474;0.003576440;0.001738340;0.001016520;0.001086020;0.000844940;0.000704600;0.000840100;0.000892300;0.000862800;0.000822060;0.000764040;0.001745680;0.001144020;0.001131740;0.001329980;0.000839240;0.000976820;0.000936340;0.000876080;0.000845820;0.000765400
1475;0.003175560;0.001933120;0.000892820;0.001061580;0.000826840;0.000690080;0.000742380;0.000819960;0.000805000;0.000810880;0.000756840;0.001661840;0.000873480;0.001061700;0.000823560;0.000687220;0.000848040;0.000875540;0.000811520;0.000783740;0.000719820
1476;0.003012940;0.001608180;0.000863140;0.001045740;0.000815980;0.000701160;0.000773040;0.000789040;0.000778440;0.000830280;0.000731000;0.001633540;0.000947260;0.001065180;0.000823860;0.000710880;0.000840980;0.000814140;0.000793500;0.000789480;0.000722500
1477;0.003015680;0.001712840;0.000872160;0.001057120;0.000818420;0.000687360;0.000784040;0.000766840;0.000842400;0.000777620;0.000728240;0.001664660;0.000874140;0.001075860;0.000824760;0.000722440;0.000804420;0.000759440;0.000819460;0.000773460;0.000719300
1478;0.003094600;0.001664640;0.000927180;0.001061820;0.000803120;0.000732720;0.000777860;0.000825700;0.000859240;0.000773740;0.000721080;0.001749840;0.000885940;0.001069100;0.000836740;0.000695260;0.000765500;0.000869280;0.000845480;0.000782420;0.000724560
1479;0.003124860;0.001664840;0.000925840;0.001003800;0.000819520;0.000698160;0.001033040;0.001133060;0.000817100;0.000756060;0.000744200;0.001646980;0.000921600;0.001031020;0.000843140;0.000702960;0.000867100;0.000775560;0.000827780;0.000770380;0.000726580
1480;0.002981860;0.001655620;0.000816880;0.001062400;0.000832020;0.000734980;0.000835100;0.000829860;0.000756580;0.000799720;0.000744440;0.001658920;0.000940380;0.001081100;0.000827840;0.000703900;0.000866400;0.000916340;0.000844200;0.000780940;0.000738460
1481;0.003069200;0.001885040;0.001031460;0.001104960;0.000840580;0.000745680;0.000868120;0.000838340;0.000868260;0.000792280;0.000751520;0.001697880;0.001149320;0.001070600;0.000827420;0.000718620;0.000857500;0.000928220;0.000845140;0.000785700;0.000819780
1482;0.003033500;0.001892100;0.000910140;0.000949080;0.000853680;0.000730520;0.000896800;0.000845720;0.000809940;0.000791800;0.000723560;0.001664420;0.000916900;0.001074820;0.000847700;0.000703780;0.000754800;0.000805480;0.000823020;0.000762140;0.000717200
1483;0.003354040;0.001646100;0.000867120;0.001095580;0.000839120;0.000701780;0.000842800;0.000832600;0.000836740;0.000786620;0.000746900;0.001645200;0.000901280;0.001046860;0.000841500;0.000711460;0.000722480;0.001426560;0.000815080;0.000761160;0.000717980
1484;0.003098620;0.001979400;0.001614960;0.001132940;0.001071820;0.000748360;0.000777500;0.000980940;0.000905560;0.000836460;0.000777280;0.001729960;0.000990200;0.001128580;0.000857880;0.000715940;0.000822280;0.000883920;0.000857380;0.000913120;0.000820740
1485;0.003127660;0.001663240;0.000882180;0.001076480;0.000835140;0.000712880;0.000799480;0.000851220;0.000895220;0.000809620;0.000766940;0.001777460;0.001224640;0.001088460;0.000852420;0.000774640;0.000724680;0.000980100;0.000933140;0.000826140;0.000815980
1486;0.003612460;0.001913100;0.000901600;0.000988980;0.000841980;0.000711240;0.000833300;0.000886960;0.000859600;0.000812240;0.000744720;0.001703500;0.000932520;0.001001500;0.000862620;0.000721320;0.000863120;0.000910280;0.000872440;0.000818020;0.000781720
1487;0.003317760;0.001818020;0.000904940;0.001102520;0.000842440;0.000746980;0.000847720;0.000966360;0.000874880;0.000838320;0.000773940;0.001754180;0.001643320;0.001186740;0.001246380;0.000823460;0.001035560;0.000976220;0.000965940;0.000835660;0.001345920
1488;0.003237460;0.001715380;0.000945500;0.001080140;0.000859820;0.000711960;0.000787820;0.000892640;0.000934860;0.000829400;0.000770740;0.001751960;0.000983880;0.001190120;0.000859160;0.000765680;0.000904220;0.000955980;0.000915280;0.000849940;0.000792640
1489;0.003333560;0.001732500;0.000882200;0.001086460;0.000867040;0.000761140;0.000919660;0.000944360;0.000899960;0.000819820;0.000770740;0.001785080;0.000922760;0.001116040;0.000873100;0.000724960;0.000925240;0.000810000;0.000902900;0.000872640;0.000780920
1490;0.003290680;0.001668020;0.001069920;0.001097540;0.000864420;0.000716040;0.000859500;0.000863480;0.000832340;0.000821060;0.000769560;0.001734400;0.001095820;0.001102020;0.000854760;0.000725520;0.000791240;0.000900140;0.000876080;0.000820460;0.000749940
1491;0.003168080;0.001858240;0.001269940;0.001128340;0.000881920;0.000745200;0.000853960;0.000869740;0.000907340;0.000856660;0.000781820;0.001743840;0.001026720;0.001071540;0.000867340;0.000723340;0.000784860;0.000815180;0.000835820;0.000834700;0.000771340
1492;0.003577660;0.001634060;0.000898180;0.000969720;0.000838680;0.000709100;0.000780680;0.000887260;0.000844100;0.000819460;0.000759380;0.001707160;0.000922140;0.001051020;0.000842360;0.000711140;0.000727260;0.000802640;0.000876300;0.000827140;0.000757380
1493;0.003221460;0.001596940;0.000972800;0.000964980;0.000869200;0.000733120;0.000976000;0.000854280;0.000801800;0.000821360;0.000752920;0.001730680;0.001344340;0.001079640;0.000869620;0.001030600;0.000922180;0.000978080;0.001137540;0.000893240;0.000790020
1494;0.003389340;0.001770540;0.001529460;0.001121300;0.000874060;0.000821740;0.000948480;0.000908680;0.000918020;0.000857920;0.000794260;0.001905460;0.000998460;0.001139000;0.000871620;0.000828400;0.000952860;0.000951800;0.000896480;0.000832540;0.000775840
1495;0.003356880;0.001675660;0.000937400;0.001026300;0.000854060;0.000717520;0.000884340;0.000863180;0.000859360;0.000828240;0.000782880;0.001744340;0.001039260;0.001140380;0.000886620;0.000745940;0.000892100;0.000926620;0.000884680;0.000846100;0.000783260
1496;0.003233120;0.002081840;0.000970620;0.000965380;0.000861220;0.000741200;0.000865940;0.000876500;0.000906060;0.000841100;0.000799720;0.001766200;0.001045040;0.001137240;0.000866540;0.000728000;0.000801220;0.000918760;0.000838460;0.000837740;0.000766460
1497;0.003136860;0.001680540;0.001107540;0.000989620;0.000874980;0.000735060;0.000938360;0.000816840;0.000902440;0.000837440;0.000778440;0.001898780;0.000987840;0.001117960;0.000857380;0.000712980;0.000869080;0.000828960;0.000863440;0.000822360;0.000759040
1498;0.003137740;0.001722820;0.001215220;0.000972840;0.000909520;0.000941520;0.001020140;0.000955960;0.000896260;0.000812500;0.000763940;0.001769620;0.000875060;0.001128380;0.000870400;0.000812060;0.000930760;0.000984220;0.000894920;0.000835280;0.000775340
1499;0.003153800;0.001743820;0.001125420;0.001104360;0.000872160;0.000734900;0.000911000;0.000943860;0.000932200;0.000842840;0.000784740;0.001743640;0.000961940;0.001055460;0.000860440;0.000716060;0.000693340;0.000880500;0.000890000;0.000842060;0.000813060
1500;0.003189100;0.001726400;0.000944840;0.001073740;0.000879200;0.000723380;0.000854880;0.001393760;0.000898420;0.000824200;0.000776020;0.001802340;0.001338260;0.001091160;0.000884100;0.000749860;0.000907080;0.001020640;0.000947360;0.000849320;0.000827940
1501;0.003321340;0.001910620;0.001234680;0.000882520;0.000854620;0.000727340;0.000874820;0.000876700;0.000932900;0.000846520;0.000806220;0.001796040;0.001083540;0.001142400;0.000913200;0.000730460;0.000870060;0.000847440;0.000940400;0.000855220;0.000815060
1502;0.003238380;0.001661500;0.000934160;0.000947680;0.000866520;0.000724060;0.000897760;0.000910680;0.000777040;0.000827180;0.000751380;0.001944660;0.000925800;0.001056060;0.000855780;0.000720780;0.000829900;0.000973960;0.000837800;0.000798620;0.000742380
1503;0.003165500;0.001673220;0.000950680;0.000712160;0.000843640;0.000712440;0.000656640;0.000863160;0.000826120;0.000786720;0.000736940;0.001675300;0.001018420;0.000654060;0.000853420;0.000718540;0.000799500;0.000799060;0.000804000;0.000745020;0.000772720
1504;0.003172800;0.001698060;0.000928040;0.000751700;0.000841960;0.000712660;0.000648280;0.000793700;0.000727480;0.000805740;0.000737980;0.001687140;0.000919100;0.000682680;0.000856900;0.000719020;0.001372100;0.000763480;0.000794320;0.000782920;0.000734980
1505;0.003149980;0.001716320;0.000957400;0.000665400;0.000842260;0.000713000;0.000647880;0.000821020;0.000751660;0.000805900;0.000736620;0.001692400;0.000920140;0.000797160;0.000852640;0.000723400;0.000760720;0.000879140;0.000832860;0.000791100;0.000735280
1506;0.003137440;0.001771660;0.000907200;0.000779500;0.000851740;0.000719640;0.000643360;0.000782000;0.000784720;0.000799960;0.000748080;0.001739440;0.000927160;0.000837560;0.000863740;0.000716820;0.000653560;0.000834000;0.000814140;0.000786600;0.000748180
1507;0.003143600;0.001678140;0.000984380;0.000731960;0.000853960;0.000712420;0.000639020;0.000886180;0.000770520;0.000763740;0.000739860;0.002219700;0.001453920;0.001729540;0.001481420;0.001178040;0.000887840;0.000864660;0.001159640;0.000822680;0.000742300
1508;0.003151800;0.001688380;0.001000300;0.000644980;0.000852980;0.000724040;0.000636600;0.000855160;0.000719440;0.000812520;0.000750440;0.001729600;0.000937320;0.000707960;0.000850780;0.000723080;0.000641720;0.000824740;0.000776860;0.000790180;0.000771500
1509;0.003131180;0.001615060;0.000962060;0.001472820;0.000810820;0.000708220;0.000658900;0.000796680;0.000833860;0.000815040;0.000762340;0.001723260;0.000944840;0.000692760;0.000852300;0.000718300;0.000636620;0.000920900;0.000884720;0.000809400;0.000755860
1510;0.003069620;0.001643840;0.000975260;0.001110580;0.000872720;0.000723140;0.000801520;0.000883680;0.000910260;0.000939060;0.000762460;0.001825940;0.000899060;0.001118400;0.000873320;0.000736240;0.000888620;0.000846920;0.000892920;0.000816680;0.000743760
1511;0.003142460;0.001663080;0.000958240;0.001069340;0.000867200;0.000751400;0.000806260;0.000882260;0.000808720;0.000818140;0.000754300;0.001732900;0.000913180;0.000816100;0.000871900;0.000730580;0.000840900;0.000828540;0.000836160;0.000789580;0.000740320
1512;0.003254540;0.001713480;0.000918800;0.000833240;0.000885060;0.000712660;0.000619480;0.000813380;0.000821740;0.000795360;0.000744140;0.001730060;0.000965560;0.000955040;0.000858820;0.000724340;0.000640640;0.000816680;0.000752140;0.000810120;0.000741100
